"","NAME","CAND_OFFICE_ST","TRANSACTION_AMT","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","GEN_ELECTION","GEN_ELECTION_PERCENT","Issues"
"5272","FRIENDS OF ROBT C BYRD COMM., ROBERT","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Foreign Policy"
"5273","TOM KEAN FOR U.S. SENATE INC.","NJ",4000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Abortion"
"5274","FRIENDS OF JOE LIEBERMAN","CT",4000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Foreign Policy"
"5275","FRIENDS OF JOE LIEBERMAN","CT",4000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Taxes"
"5276","MENENDEZ FOR SENATE","NJ",2000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Taxes"
"5277","HAROLD FORD JR FOR TENNESSEE","TN",2500,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Foreign Policy"
"5278","ENSIGN FOR SENATE","NV",2500,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"5279","CARPER FOR SENATE","DE",1500,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"5280","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"5281","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Abortion"
"5282","FRIENDS OF CONRAD BURNS - 2006","MT",2364,"S8MT00119","BURNS, CONRAD","REP","L",48,"Foreign Policy"
"5283","TOM KEAN FOR US SENATE INC","NJ",2500,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Gun Rights"
"5284","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Jobs"
"5285","FRIENDS FOR MIKE MCGAVICK","WA",2000,"S6WA00248","MCGAVICK, MICHAEL SEAN","REP","L",39,"Civil Liberties"
"5286","FRIENDS OF GEORGE ALLEN","VA",2000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Foreign Policy"
"5287","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"5288","RAESE FOR SENATE COMMITTEE","WV",2500,"S4WV00084","RAESE, JOHN REEVES","REP","L",33,"Civil Liberties"
"5289","KENNEDY, MARK RAYMOND","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Gun Rights"
"5290","FRIENDS OF GEORGE ALLEN","VA",4200,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Taxes"
"5291","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Big Business"
"5292","ENSIGN FOR SENATE","NV",3000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"5293","BEN NELSON FOR US SENATE COMMITTEE","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"5294","FRIENDS OF HILLARY","NY",2500,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Abortion"
"5295","FRIENDS OF HILLARY CLINTON","NY",5000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Big Business"
"5296","MENENDEZ FOR SENATE","NJ",2500,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Taxes"
"5297","FRIENDS OF GEORGE ALLEN","VA",2100,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Jobs"
"5298","MIKE DEWINE FOR SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Abortion"
"5299","MIKE DEWINE FOR SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Foreign Policy"
"5300","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Big Business"
"5301","RE-ELECT HAROLD FORD JR","TN",2000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Abortion"
"5302","TALENT FOR SENATE COMMITTEE","MO",2000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Jobs"
"5303","ENGINEERS POLITICAL EDUCATION COMM","VT",2500,"S4VT00033","SANDERS, BERNARD","IND","W",65,"Foreign Policy"
"5304","BURNS, CONRAD","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"5305","TALENT FOR SENATE COMMITTEE","MO",2000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Big Business"
"5306","FRIENDS OF GEORGE ALLEN","VA",4000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Big Business"
"5307","ENSIGN FOR SENATE","NV",1500,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Abortion"
"5308","KAY BAILEY HUTCHISON FOR SENATE COMM","TX",2100,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Civil Liberties"
"5309","DEWINE, MIKE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Taxes"
"5310","FRIENDS OF JOE LIEBERMAN","CT",2000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Civil Liberties"
"5311","TALENT FOR SENATE COMMITTEE","MO",2000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Foreign Policy"
"5312","CARPER FOR SENATE","DE",2500,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Big Business"
"5313","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"5314","MENENDEZ FOR CONGRESS","NJ",2000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Abortion"
"5315","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Big Business"
"5316","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"5317","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Jobs"
"5318","FRIENDS OF KATHERINE HARRIS","FL",2500,"S6FL00178","HARRIS, KATHERINE","REP","L",38,"Taxes"
"5319","TALENT FOR SENATE COMMITTEE","MO",3000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Civil Liberties"
"5320","MIKE DEWINE FOR U.S. SENATE 2006","OH",2600,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Abortion"
"5321","TRENT LOTT FOR MISSISSIPPI","MS",2000,"S8MS00162","LOTT, TRENT","REP","W",63,"Taxes"
"5322","FRIENDS OF ROBERT C. BYRD COMMITTEE","WV",2000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Big Business"
"5323","WHITEHOUSE 06","RI",1500,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Jobs"
"5324","FRIENDS OF GEORGE ALLEN","VA",2000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Foreign Policy"
"5325","TALENT FOR SENATE COMMITTEE","MO",2000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Jobs"
"5326","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"5327","MC CASKILL FOR MISSOURI","MO",1500,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Civil Liberties"
"5328","DEWINE FOR SENATE","OH",3900,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Jobs"
"5329","JON KYL FOR U S SENATE","AZ",2000,"S4AZ00030","KYL, JON","REP","W",52,"Gun Rights"
"5330","LIEBERMAN 2006","CT",2500,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Jobs"
"5331","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Big Business"
"5332","AKAKA IN 2006","HI",2000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Big Business"
"5333","BEN NELSON FOR SENATE","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"5334","BILL NELSON FOR US SENATE","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Jobs"
"5335","FRIENDS OF ROBERT C BYRD","WV",2000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Civil Liberties"
"5336","STABENOW FOR SENATE","MI",3000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Abortion"
"5337","MIKE DEWINE FOR US SENATE 2006","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Big Business"
"5338","BITTERSWEET CATERING","ND",1283,"S6ND00058","CONRAD, KENT","DEM","W",68,"Abortion"
"5339","FRIENDS OF KATHERINE HARRIS","FL",2000,"S6FL00178","HARRIS, KATHERINE","REP","L",38,"Gun Rights"
"5340","BEN NELSON FOR US SENATE","NE",4000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Jobs"
"5341","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Civil Liberties"
"5342","FEINSTEIN FOR SENATE","CA",5000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Civil Liberties"
"5343","KAY BAILEY HUTCHISON FOR SENATE","TX",5000,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Taxes"
"5344","NELSON FOR US SENATE","NE",2500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Jobs"
"5345","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Gun Rights"
"5346","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Foreign Policy"
"5347","MARK KENNEDY 06","MN",2000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Big Business"
"5348","NELSON FOR U S SENATE","NE",2500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Taxes"
"5349","KAY BAILEY HUTCHISON FOR SENATE COMMITTEE","TX",2000,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Gun Rights"
"5350","MENENDEZ FOR SENATE","NJ",2000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Jobs"
"5351","FRIENDS OF SHERROD BROWN","OH",2000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Gun Rights"
"5352","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Foreign Policy"
"5353","MIKE DEWINE FOR US SENATE","OH",2000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Big Business"
"5354","FRIENDS OF JOE LIEBERMAN","CT",3000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Abortion"
"5355","DEWINE FOR US SENATE","OH",2500,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Foreign Policy"
"5356","FRIENDS OF JOE LIEBERMAN","CT",2000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Big Business"
"5357","CARPER FOR SENATE","DE",2500,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Foreign Policy"
"5358","FRIENDS OF GEORGE ALLEN","VA",2500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Foreign Policy"
"5359","MENENDEZ FOR SENATE","NJ",2500,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Gun Rights"
"5360","MIKE DEWINE FOR US SENATE","OH",2500,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Foreign Policy"
"5361","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"5362","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Jobs"
"5363","TOM KEAN FOR US SENATE INC","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Jobs"
"5364","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Abortion"
"5365","SANTORUM 2006","PA",4000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"5366","JON KYL FOR US SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"5367","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Foreign Policy"
"5368","STEELE FOR MARYLAND INC.","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Taxes"
"5369","TOM KEAN FOR US SENATE INC.","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Jobs"
"5370","FRIENDS OF DICK LUGAR INC","IN",5000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Big Business"
"5371","MARK KENNEDY 06","MN",2500,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Big Business"
"5372","FRIENDS OF GEORGE ALLEN","VA",2500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Civil Liberties"
"5373","FRIENDS OF HILLARY","NY",2000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Abortion"
"5374","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Jobs"
"5375","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Big Business"
"5376","STEELE FOR MARYLAND INC","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Abortion"
"5377","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"5378","KENNEDY FOR SENATE 2006","MA",2000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Abortion"
"5379","ENSIGN FOR SENATE","NV",1500,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Foreign Policy"
"5380","MIKE DEWINE FOR US SENATE","OH",2000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Gun Rights"
"5381","MARK KENNEDY 06","MN",3000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Gun Rights"
"5382","KAY BAILEY HUTCHISON FOR SENATE COMMITTEE","TX",4000,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Big Business"
"5383","MENENDEZ FOR SENATE","NJ",2500,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Abortion"
"5384","FRIENDS OF SHERROD BROWN","OH",3000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Foreign Policy"
"5385","BEN CARDIN FOR SENATE","MD",2000,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Foreign Policy"
"5386","WHITEHOUSE '06","RI",2000,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Big Business"
"5387","ENSIGN FOR SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Jobs"
"5388","MENENDEZ FOR SENATE","NJ",2000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Abortion"
"5389","SPALDING GROUP","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Jobs"
"5390","HAROLD FORD JR FOR TENNESSEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Jobs"
"5391","DEWINE FOR U.S. SENATE","OH",2000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Foreign Policy"
"5392","FRIENDS OF HILLARY","NY",5000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Foreign Policy"
"5393","STABENOW FOR US SENATE","MI",2000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Abortion"
"5394","TRENT LOTT FOR MISSISSIPPI","MS",2000,"S8MS00162","LOTT, TRENT","REP","W",63,"Civil Liberties"
"5395","FEINSTEIN 2006","CA",2000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Civil Liberties"
"5396","TALENT FOR SENATE COMMITTEE","MO",3000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"5397","DEWINE FOR US SENATE","OH",2000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Civil Liberties"
"5398","SENATOR CHAFEE COMMITTEE","RI",3000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Big Business"
"5399","KAY BAILEY HUTCHISON FOR SENATE COMMITTEE","TX",3000,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Gun Rights"
"5400","NEBRASKANS FOR NELSON","NE",3000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"5401","LIEBERMAN 2000 COMMITTEE","CT",3000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Taxes"
"5402","STABENOW FOR US SENATE","MI",2000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Big Business"
"5403","TRENT LOTT FOR MISSISSIPPI","MS",2000,"S8MS00162","LOTT, TRENT","REP","W",63,"Jobs"
"5404","WHITEHOUSE 06","RI",2500,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Big Business"
"5405","DEMOCRATIC NATIONAL","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Civil Liberties"
"5406","DEMOCRATIC NATIONAL","MO",11667,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Foreign Policy"
"5407","DEMOCRATIC NATIONAL","OH",1166,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Civil Liberties"
"5408","DEMOCRATIC NATIONAL","PA",16404,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Foreign Policy"
"5409","DEMOCRATIC NATIONAL","NE",7500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"5410","DEMOCRATIC NATIONAL","MO",10066,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Taxes"
"5411","DEMOCRATIC NATIONAL","NE",19883,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Abortion"
"5412","TRENT LOTT FOR MISSISSIPPI","MS",1500,"S8MS00162","LOTT, TRENT","REP","W",63,"Jobs"
"5413","TRENT LOTT FOR MISSISSIPPI","MS",2500,"S8MS00162","LOTT, TRENT","REP","W",63,"Civil Liberties"
"5414","HATCH ELECTION COMMITTEE","UT",4500,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Jobs"
"5415","SNOWE FOR SENATE","ME",1160,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Big Business"
"5416","BURNS, CONRAD","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"5417","RE-ELECT HAROLD FORD JR","TN",2500,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Big Business"
"5418","FEINSTEIN 2000","CA",2500,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Big Business"
"5419","FRIENDS OF JOE LIEBERMAN","CT",1500,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Gun Rights"
"5420","MCCASKILL FOR MISSOURI","MO",3000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Civil Liberties"
"5421","NELSON FOR SENATE","FL",3000,"S8FL00166","NELSON, BILL","DEM","W",60,"Civil Liberties"
"5422","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"5423","TOM KEAN FOR US SENATE INC","NJ",2000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Jobs"
"5424","CARPER FOR SENATE","DE",2000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Civil Liberties"
"5425","TRENT LOTT FOR MISSISSIPPI","MS",1500,"S8MS00162","LOTT, TRENT","REP","W",63,"Civil Liberties"
"5426","FRIENDS OF SHERROD BROWN","OH",2500,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Gun Rights"
"5427","MENENDEZ FOR SENATE","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Civil Liberties"
"5428","MENENDEZ FOR SENATE","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Civil Liberties"
"5429","TRENT LOTT FOR MISSISSIPPI, TRENT","MS",2000,"S8MS00162","LOTT, TRENT","REP","W",63,"Abortion"
"5430","TRENT LOTT FOR MISSISSIPPI, TRENT","MS",3000,"S8MS00162","LOTT, TRENT","REP","W",63,"Civil Liberties"
"5431","AKAKA IN 2006, DANIEL","HI",2000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Gun Rights"
"5432","NELSON FOR U S SENATE","NE",1500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Gun Rights"
"5433","CORKER FOR SENATE","TN",3000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Abortion"
"5434","MENENDEZ FOR CONGRESS","NJ",2000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Foreign Policy"
"5435","NELSON, BILL","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Taxes"
"5436","ENSIGN FOR SENATE","NV",2500,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Abortion"
"5437","FRIENDS OF CONRAD BURNS - 2006","MT",2500,"S8MT00119","BURNS, CONRAD","REP","L",48,"Jobs"
"5438","FRIENDS OF KENT CONRAD","ND",2500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Abortion"
"5439","JON KYL FOR U S SENATE","AZ",2500,"S4AZ00030","KYL, JON","REP","W",52,"Jobs"
"5440","TALENT FOR SENATE COMMITTEE","MO",2500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Civil Liberties"
"5441","SHERROD BROWN FOR US SENATE","OH",2500,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Gun Rights"
"5442","MAJORDOMO LMS INC.","MN",1320,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Civil Liberties"
"5443","FRIENDS OF GEORGE ALLEN","VA",2100,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"5444","KLOBUCHAR FOR MINNESOTA","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Jobs"
"5445","CARPER FOR SENATE","DE",1500,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"5446","FRIENDS OF KENT CONRAD","ND",2500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Big Business"
"5447","HATCH ELECTION COMMITTEE","UT",4000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Civil Liberties"
"5448","MENENDEZ FOR SENATE","NJ",2000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Gun Rights"
"5449","SNOWE FOR SENATE","ME",2000,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Big Business"
"5450","AKAKA IN 2006","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Taxes"
"5451","SANDERS FOR SENATE","VT",2500,"S4VT00033","SANDERS, BERNARD","IND","W",65,"Foreign Policy"
"5452","SANDERS FOR SENATE","VT",2500,"S4VT00033","SANDERS, BERNARD","IND","W",65,"Jobs"
"5453","FRIENDS OF ROBERT C BYRD COMMITTEE","WV",2500,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Taxes"
"5454","BOB CASEY FOR PENNSYLVANIA COMMITTEE","PA",2500,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Foreign Policy"
"5455","MCCASKILL FOR MISSOURI","MO",4000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Jobs"
"5456","CARPER FOR SENATE","DE",2500,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"5457","RE-ELECT HAROLD FORD JR","TN",1500,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Foreign Policy"
"5458","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Jobs"
"5459","FRIENDS OF CRAIG THOMAS","WY",2500,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Taxes"
"5460","FRIENDS OF SHERROD BROWN","OH",2500,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Abortion"
"5461","JON KYL FOR U S SENATE","AZ",1550,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"5462","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Jobs"
"5463","MENENDEZ FOR SENATE","NJ",2500,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Jobs"
"5464","FEINSTEIN FOR SENATE","CA",2500,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Civil Liberties"
"5465","JON KYL FOR U.S. SENATE","AZ",4000,"S4AZ00030","KYL, JON","REP","W",52,"Gun Rights"
"5466","JON KYL FOR U.S. SENATE","AZ",1500,"S4AZ00030","KYL, JON","REP","W",52,"Taxes"
"5467","JAMES TALENT","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Taxes"
"5468","MARK KENNEDY 06","MN",3000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Foreign Policy"
"5469","FRIENDS OF SHERROD BROWN","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Foreign Policy"
"5470","HAROLD FORD JR FOR TENNESSEE","TN",4000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Foreign Policy"
"5471","MIKE DEWINE FOR US SENATE","OH",2000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Foreign Policy"
"5472","FRIENDS OF KENT CONRAD","ND",4000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Foreign Policy"
"5473","FEINSTEIN FOR SENATE","CA",2000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Foreign Policy"
"5474","MARK KENNEDY 06","MN",2000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Abortion"
"5475","BINGAMAN, JEFF","NM",5000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Taxes"
"5476","TALENT, JIM SEN.","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Taxes"
"5477","MICHAEL STEELE FOR U.S. SENATE","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Taxes"
"5478","JON KYL FOR U.S. SENATE","AZ",2500,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"5479","JON KYL FOR U. S. SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Jobs"
"5480","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Big Business"
"5481","NELSON FOR U.S. SENATE","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"5482","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"5483","FEINSTEIN FOR SENATE","CA",2500,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Foreign Policy"
"5484","ENSIGN FOR SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Big Business"
"5485","FRIENDS OF MIKE MCGAVICK","WA",2500,"S6WA00248","MCGAVICK, MICHAEL SEAN","REP","L",39,"Big Business"
"5486","AKAKA IN 2006","HI",2000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Abortion"
